source_file,batch_id,run_timestamp,line_number,paper_id,title,paper_url,published,lead_author,lead_author_surname,author_surnames,raw_json
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,13,2511.01420v1,Gradient Clock Synchronization with Practically Constant Local Skew,http://arxiv.org/abs/2511.01420v1,2025-11-03T10:13:12+00:00,Christoph Lenzen,Lenzen,Lenzen,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""By modeling real-world oscillator stability and measurement error dynamics, the paper achieves tighter local skew bounds than previously thought possible under traditional worst-case assumptions."", ""paper_id"": ""2511.01420v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,14,1708.00232v1,Pulse-Based Control Using Koopman Operator Under Parametric Uncertainty,http://arxiv.org/abs/1708.00232v1,2017-08-01T10:19:12+00:00,Aivar Sootla,Sootla,Sootla; Ernst,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""The paper introduces pulse-based control policies for uncertain monotone systems but has no practical relevance to actuarial claims reserving or loss modelling."", ""paper_id"": ""1708.00232v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,15,2212.10930v1,Minimizing Worst-Case Violations of Neural Networks,http://arxiv.org/abs/2212.10930v1,2022-12-21T11:20:12+00:00,Rahul Nellikkath,Nellikkath,Nellikkath; Chatzivasileiadis,"{""relevance_score"": 3, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper introduces neural network training method to minimize worst violations, tested on power system optimization problems, with no direct application to actuarial res."", ""key_insight"": ""This work focuses on safety-critical engineering systems and offers no practical relevance or transferability to claims reserving or actuarial modeling."", ""paper_id"": ""2212.10930v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,16,2602.05586v1,Observer-based Control of Multi-agent Systems under STL Specifications,http://arxiv.org/abs/2602.05586v1,2026-02-05T12:15:04+00:00,Tommaso Zaccherini,Zaccherini,Zaccherini; Liu; Dimarogonas,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""This work focuses on control theory for multi-agent systems under logical constraints and has no practical relevance to actuarial claims reserving or loss modelling."", ""paper_id"": ""2602.05586v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,17,1801.06570v1,Joint estimation of parameters in Ising model,http://arxiv.org/abs/1801.06570v1,2018-01-19T20:50:43+00:00,Promit Ghosal,Ghosal,Ghosal; Mukherjee,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": """", ""paper_id"": ""1801.06570v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,18,2009.08832v4,Weakly measured while loops: peeking at quantum states,http://arxiv.org/abs/2009.08832v4,2020-09-18T13:33:43+00:00,Pablo Andrés-Martínez,Andrés-Martínez,Andrés-Martínez; Heunen,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": "" paper introduces a quantum primitive for while loops using weak measurements to balance information gain and state perturbation, demonstrating its use in Grover’s search with preserved quadratic speed-up."", ""key_insight"": ""Weakly measured while loops in quantum computing enable controlled trade-offs between measurement disturbance and iteration information without sacrificing algorithmic efficiency."", ""paper_id"": ""2009.08832v4""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,19,2401.16529v1,Unleashing the Power of Preemptive Priority-based Scheduling for Real-Time GPU Tasks,http://arxiv.org/abs/2401.16529v1,2024-01-29T20:02:08+00:00,Yidi Wang,Wang,Wang; Liu; Wong; Kim,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper preemptive-based GPU scheduling for real tasks, improving schedulability by up to 40% on embedded platforms without major code  "", ""key_insight"": ""This work advances real-time GPU task scheduling but has no practical relevance to actuarial claims reserving or machine learning applications in insurance."", ""paper_id"": ""2401.16529v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,20,2104.00472v3,"Quantum versus Classical Dynamics in Spin Models: Chains, Ladders, and Square Lattices",http://arxiv.org/abs/2104.00472v3,2021-04-01T14:02:14+00:00,Dennis Schubert,Schubert,Schubert; Richter; Jin; Michielsen; Raedt; Steinigeweg,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""Classical simulations can meaningfully approximate quantum spin dynamics in certain nonintegrable systems, even when quantum effects are expected to dominate."", ""paper_id"": ""2104.00472v3""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,21,2208.08430v3,Individual Claims Reserving using Activation Patterns,http://arxiv.org/abs/2208.08430v3,2022-08-17T17:50:04+00:00,Marie Michaelides,Michaelides,Michaelides; Pigeon; Cossette,"{""relevance_score"": 8, ""is_relevant"": true, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""Modeling coverage activation dynamics via multinomial logistic regression enables more granular and accurate claim reserving across multivariate insurance contracts."", ""paper_id"": ""2208.08430v3""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,22,1810.10970v1,Defining and estimating stochastic rate change in a dynamic general insurance portfolio,http://arxiv.org/abs/1810.10970v1,2018-10-04T19:20:08+00:00,Roland R. Ramsahai,Ramsahai,Ramsahai,"{""relevance_score"": 3, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""Rate change should be treated as a statistical parameter estimated from an asymptotic population, not just measured deterministically from observed policies."", ""paper_id"": ""1810.10970v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,23,2109.14001v1,Analysis of Error-prone Electronic Health Records with Multi-wave Validation Sampling: Association of Maternal Weight Gain during Pregnancy with Childhood Outcomes,http://arxiv.org/abs/2109.14001v1,2021-09-28T19:29:42+00:00,Bryan E. Shepherd,Shepherd,Shepherd; Han; Chen; Bian; Pugh; Duda; Lumley; Heerman; Shaw,"{""relevance_score"": 1, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper develops a multi validation sampling method to correct for errors in electronic health records when estimating associations weight gain and childhood outcomes, using calibrated sampling weights and iterative influence function estimation."", ""key_insight"": ""Efficient multi-wave validation sampling can correct bias in EHR-based regression estimates when full data validation is infeasible."", ""paper_id"": ""2109.14001v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,24,2104.12852v1,Geographic ratemaking with spatial embeddings,http://arxiv.org/abs/2104.12852v1,2021-04-26T20:09:45+00:00,Christopher Blier-Wong,Blier-Wong,Blier-Wong; Cossette; Lamontagne; Marceau,"{""relevance_score"": 4, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The spatial embeddings construct geographic ratemaking models, enabling predictions in areas without historical loss data by leveraging complex feature representations fed into simpler models like GLMs."", ""key_insight"": """", ""paper_id"": ""2104.12852v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,25,1908.03145v1,Quantum-Limited Estimation of Phase Gradient,http://arxiv.org/abs/1908.03145v1,2019-08-08T16:15:30+00:00,Walker Larson,Larson,Larson; Saleh,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""Quantum measurement bounds for phase gradients reveal a precision-resolution trade-off, with entangled states offering limited gains that vanish under practical optical constraints."", ""paper_id"": ""1908.03145v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,26,1801.04601v1,PACER: Peripheral Activity Completion Estimation and Recognition,http://arxiv.org/abs/1801.04601v1,2018-01-14T19:33:50+00:00,Daniel Moore,Moore,Moore; Dean,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""The paper focuses on embedded systems optimization for hardware peripherals and has no relevance to actuarial claims reserving machine learning applications in insurance."", ""paper_id"": ""1801.04601v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,27,2509.08479v2,From Kardar-Parisi-Zhang scaling to soliton proliferation in Josephson junction arrays,http://arxiv.org/abs/2509.08479v2,2025-09-10T10:37:38+00:00,Mikheil Tsitsishvili,Tsitsishvili,Tsitsishvili; Egger; Flensberg; Diehl,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The exploresZ and soliton proliferation in Josephson junction arrays using numerical simulations and analytical arguments, focusing on nonequ physics in a two-chain geometry."", ""key_insight"": ""This paper contributes to theoretical condensed matter physics and has no practical relevance to actuar claims reserving machine learning in insurance."", ""paper_id"": ""2509.08479v2""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,28,2008.11193v4,Individual Privacy Accounting via a Renyi Filter,http://arxiv.org/abs/2008.11193v4,2020-08-25T17:49:48+00:00,Vitaly Feldman,Feldman,Feldman; Zrnic,"{""relevance_score"": 1, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""Personalized privacy accounting via a Rényi filter can improve the privacy-utility tradeoff by actual individual privacy loss rather than worst-case bounds."", ""paper_id"": ""2008.11193v4""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,29,2503.17173v2,Robustness of deep learning classification to adversarial input on GPUs: asynchronous parallel accumulation is a source of vulnerability,http://arxiv.org/abs/2503.17173v2,2025-03-21T14:19:45+00:00,Sanjif Shanmugavelu,Shanmugavelu,Shanmugavelu; Taillefumier; Culver; Ganesh; Hernandez; Sedova,"{""relevance_score"": 1, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper investigates how GPU computation and floating non-ativity can cause misclassification in deep learning models without adversarial input, proposing methods to expose and mitigate vulnerability."", ""key_insight"": ""GPU-level computational non-determinism can induce model misclassification without input perturbation, a hidden vulnerability in learning systems."", ""paper_id"": ""2503.17173v2""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,30,1802.07741v5,Extended Reduced-Form Framework for Non-Life Insurance,http://arxiv.org/abs/1802.07741v5,2018-02-21T19:00:12+00:00,Francesca Biagini,Biagini,Biagini; Zhang,"{""relevance_score"": 3, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""The paper provides a theoretical pricing-hedging framework for non-life liabilities but lacks direct applicability to actuarial reserving or empirical validation."", ""paper_id"": ""1802.07741v5""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,31,2509.08467v1,An Interpretable Deep Learning Model for General Insurance Pricing,http://arxiv.org/abs/2509.08467v1,2025-09-10T10:15:59+00:00,Patrick J. Laub,Laub,Laub; Pho; Wong,"{""relevance_score"": 5, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""While the model is interpretable and powerful, it targets pricing—not reserving—limiting its direct relevance to claims reserve estimation or development modeling."", ""paper_id"": ""2509.08467v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,32,2311.07597v2,Enhancing Actuarial Non-Life Pricing Models via Transformers,http://arxiv.org/abs/2311.07597v2,2023-11-10T12:06:23+00:00,Alexej Brauer,Brauer,Brauer,"{""relevance_score"": 3, ""is_relevant"": false, ""needs_summary"": true, ""summary"": null, ""key_insight"": ""While innovative in applying transformers to actuarial pricing, the paper lacks direct relevance to reserving, uncertainty quantification, or development triangle modelling."", ""paper_id"": ""2311.07597v2""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,33,2506.00695v2,Multi-Controlled Quantum Gates in Linear Nearest Neighbor,http://arxiv.org/abs/2506.00695v2,2025-05-31T20:01:21+00:00,Ben Zindorf,Zindorf,Zindorf; Bose,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""This research advances quantum circuit efficiency but has no practical relevance to actuarial claims reserving or machine learning applications in insurance."", ""paper_id"": ""2506.00695v2""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,34,1810.06893v2,Analysis of the infinite server queues with semi-Markovian multivariate discounted inputs,http://arxiv.org/abs/1810.06893v2,2018-10-16T09:25:18+00:00,Landy Rabehasaina,Rabehasaina,Rabehasaina; Woo,"{""relevance_score"": 6, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper models IBNR claims a multidimensional infinite server queue with semi-Markov inputs, moment equations and asymptotic results for claim reporting dynamics under renewal and exponential assumptions."", ""key_insight"": ""This theoretical queueing model provides a stochastic framework for IBNR claim evolution but lacks direct practical implementation or validation against real reserving data."", ""paper_id"": ""1810.06893v2""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,35,2007.06894v2,When stakes are high: balancing accuracy and transparency with Model-Agnostic Interpretable Data-driven suRRogates,http://arxiv.org/abs/2007.06894v2,2020-07-14T08:10:05+00:00,Roel Henckaerts,Henckaerts,Henckaerts; Antonio; Côté,"{""relevance_score"": 6, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""maidrr enables transparency in complex insurance models by approximating them with interpretable GLMs while preserving predictive performance."", ""paper_id"": ""2007.06894v2""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,36,2602.15481v1,LLM-as-Judge on a Budget,http://arxiv.org/abs/2602.15481v1,2026-02-17T10:35:41+00:00,Aadirupa Saha,Saha,Saha; Wagde; Kveton,"{""relevance_score"": 1, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""Optimally allocating LLM evaluation queries based on estimated score variance reduces worst estimation error fixed computational budgets."", ""paper_id"": ""2602.15481v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,37,1808.01369v1,"Optical Design of PICO, a Concept for a Space Mission to Probe Inflation and Cosmic Origins",http://arxiv.org/abs/1808.01369v1,2018-08-03T21:39:37+00:00,Karl Young,Young,Young; Alvarez; Battaglia; Bock; Borrill; Chuss; Crill; Delabrouille; Devlin; Fissel; Flauger; Green; Gorski; Hanany; Hills; Hubmayr; Johnson; Jones; Knox; Kogut; Lawrence; Matsumura; McGuire; McMahon; O'Brient; Pryke; Sutin; Tan; Trangsrud; Wen; Zotti,"{""relevance_score"": 0, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""PICO a proposed NASA space mission designed to study cosmic inflation and the early universe by mapping the cosmic microwave background with unprecedented sensitivity an innovative optical design and advanced detector technology."", ""key_insight"": ""This paper describes a space-based astrophysics mission with no relevance to actuarial claims reserving or machine learning applications in insurance."", ""paper_id"": ""1808.01369v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,38,2505.16486v1,Asset liability management under sequential stochastic dominance constraints,http://arxiv.org/abs/2505.16486v1,2025-05-22T10:13:10+00:00,Giorgio Consigli,Consigli,Consigli; Dentcheva; Maggioni; Micheli,"{""relevance_score"": 3, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper addresses asset-liability management financial intermediaries using programming and sequential stochastic dominance constraints, validated on a P&C case not focused claims reserving or loss development."", ""key_insight"": ""While applied to P&C, the paper focuses on portfolio optimization under risk constraints rather than improving claims res methods or reserve uncertainty estimation."", ""paper_id"": ""2505.16486v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,39,2509.08956v1,Multi-Agent Inverse Reinforcement Learning for Identifying Pareto-Efficient Coordination -- A Distributionally Robust Approach,http://arxiv.org/abs/2509.08956v1,2025-09-10T19:30:04+00:00,Luke Snow,Snow,Snow; Krishnamurthy,"{""relevance_score"": 1, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": """", ""paper_id"": ""2509.08956v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,40,2407.18377v1,Bayesian Nowcasting Data Breach IBNR Incidents,http://arxiv.org/abs/2407.18377v1,2024-07-25T20:22:38+00:00,Maochao Xu,Xu,Xu; Sun; Zhao,"{""relevance_score"": 8, ""is_relevant"": true, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""The Bayesian nowcasting model effectively addresses IBNR estimation challenges in data breach claims by incorporating temporal and heterogeneous factors, offering practical value for actuarial reserving."", ""paper_id"": ""2407.18377v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,41,1701.08514v1,A set optimization approach to zero-sum matrix games with multi-dimensional payoffs,http://arxiv.org/abs/1701.08514v1,2017-01-30T08:51:35+00:00,Andreas H. Hamel,Hamel,Hamel; Loehne,"{""relevance_score"": 1, ""is_relevant"": false, ""needs_summary"": false, ""summary"": null, ""key_insight"": ""This theoretical game theory work on multi-dimensional payoffs has no clear or direct application to actuarial claims reserving or loss estimation."", ""paper_id"": ""1701.08514v1""}"
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,42,1904.04699v1,Bivariate Gamma Mixture of Experts Models for Joint Insurance Claims Modeling,http://arxiv.org/abs/1904.04699v1,2019-04-09T14:29:39+00:00,Sen Hu,Hu,Hu; Murphy; O'Hagan,"{""relevance_score"": 6, ""is_relevant"": false, ""needs_summary"": true, ""summary"": ""The paper bivariate gamma mixture of experts models to capture between insurance claim categories, using covariates in both gating and expert networks to improve claim prediction through model-based clustering."", ""key_insight"": ""Modeling inter-category claim dependence via bivariate gamma mixtures with covariate-driven clustering improves prediction accuracy, even when overall dataset dependence is weak."", ""paper_id"": ""1904.04699v1""}"
